batch_id,production_date,plant,production_line,vehicle_model,shift,units_produced,defective_units,defect_category,rework_units,scrap_units,downtime_minutes,cycle_time_seconds,quality_score,supplier_id,component_category,inspection_status,temperature_c,operator_team,notes
BATCH-01437,2025-05-18,Plant 02,Line 3,Veloce S,Morning,57,2,Electronics,0,0,28.65,85.64,94.49,SUP-07,Body,Review,24.2,Team Alpha,Routine quality inspection completed.
BATCH-01247,2025-10-20,Plant 02,Line 4,Veloce S,Morning,76,2,Interior,1,1,19.81,63.14,95.36,SUP-07,Braking,Review,20.6,Team Beta,Routine quality inspection completed.
BATCH-00312,2025-03-02,Plant 02,Line 3,Eterna,Afternoon,55,1,Assembly,0,1,51.36,73.29,93.88,SUP-01,Interior,Review,22.2,Team Beta,Supplier component verification required.
BATCH-01617,2025-09-17,Plant 01,Line 1,Eterna,Morning,63,1,Mechanical,0,0,1.1,85.72,96.61,SUP-10,Electronics,Passed,21.6,Team Alpha,Supplier component verification required.
BATCH-01003,2025-06-25,Plant 01,Line 4,Eterna,Morning,55,0,None,0,0,7.81,80.41,98.09,SUP-12,Powertrain,Passed,19.7,Team Gamma,Supplier component verification required.
BATCH-00708,2025-12-02,Plant 01,Line 3,Veloce S,Night,55,2,Electronics,1,0,40.41,97.41,91.03,SUP-04,Electronics,Review,20.3,Team Beta,
BATCH-01754,2025-11-21,Plant 01,Line 2,Veloce S,Afternoon,57,3,Dimensional,2,0,22.49,88.1,92.53,SUP-01,Suspension,Failed,16.7,Team Beta,
BATCH-00994,2025-05-25,Plant 02,Line 1,Strada X,Night,97,3,Mechanical,3,0,27.19,74.72,94.43,SUP-10,Body,Review,21.6,Team Gamma,
BATCH-01791,2025-08-30,Plant 01,Line 4,Eterna,Night,101,2,Dimensional,1,0,26.67,80.92,96.5,SUP-04,Body,Passed,26.8,Team Delta,Minor process adjustment performed.
BATCH-01853,2025-08-25,Plant 02,Line 1,Strada X,Afternoon,105,1,Interior,1,0,24.26,75.85,97.23,SUP-12,Interior,Passed,24.2,Team Beta,
BATCH-00081,2025-01-07,Plant 01,Line 2,Aquila GT,Night,82,5,Dimensional,0,4,43.8,79.89,90.51,SUP-02,Powertrain,Failed,19.9,Team Alpha,
BATCH-01436,2025-08-27,Plant 01,Line 1,Aquila GT,Afternoon,117,1,Assembly,1,0,0.0,61.31,98.73,SUP-08,Interior,Passed,23.1,Team Beta,
BATCH-00025,2025-02-22,Plant 01,Line 4,Eterna,Night,109,1,Mechanical,1,0,0.41,82.09,97.1,SUP-10,Suspension,Passed,23.1,Team Gamma,
BATCH-01590,2025-02-22,Plant 01,Line 3,Aquila GT,Night,66,3,Electronics,0,3,52.37,84.97,93.86,SUP-07,Powertrain,Failed,22.6,Team Alpha,Minor process adjustment performed.
BATCH-00946,2025-07-29,Plant 02,Line 3,Strada X,Night,83,2,Interior,0,1,13.28,88.09,96.26,SUP-11,Braking,Passed,24.8,Team Delta,
BATCH-01576,2025-03-28,Plant 01,Line 1,Strada X,Morning,103,2,Electronics,0,0,46.61,96.33,94.84,SUP-05,Body,Passed,23.9,Team Alpha,
BATCH-00519,2025-04-19,Plant 01,Line 3,Aquila GT,Afternoon,68,4,Paint,4,0,34.04,86.97,90.49,SUP-12,Electronics,Failed,20.2,Team Beta,Production line calibration completed.
BATCH-00140,2025-04-28,Plant 02,Line 3,Eterna,Morning,99,5,Electronics,2,3,52.17,83.24,90.49,SUP-05,Body,Failed,23.6,Team Gamma,Routine quality inspection completed.
BATCH-00532,2025-04-15,Plant 02,Line 2,Eterna,Night,85,5,Paint,1,1,32.36,88.5,89.98,SUP-02,Suspension,Failed,21.8,Team Beta,
BATCH-01139,2025-01-08,Plant 01,Line 4,Strada X,Afternoon,67,1,Dimensional,1,0,31.06,82.31,95.77,SUP-09,Braking,Passed,23.5,Team Alpha,
BATCH-00115,2025-01-21,Plant 02,Line 4,Strada X,Morning,112,1,Dimensional,0,0,0.0,88.36,99.97,SUP-04,Suspension,Passed,24.0,Team Delta,Production line calibration completed.
BATCH-01064,2025-06-22,Plant 01,Line 2,Strada X,Morning,118,1,Paint,1,0,23.73,93.1,96.97,SUP-06,Body,Passed,21.3,Team Delta,
BATCH-01119,2025-09-27,Plant 01,Line 4,Eterna,Night,104,5,Paint,2,0,37.53,80.89,93.44,SUP-08,Braking,Failed,26.9,Team Gamma,Supplier component verification required.
BATCH-01453,2025-09-22,Plant 01,Line 3,Eterna,Afternoon,109,2,Electronics,2,0,48.2,79.03,93.85,SUP-07,Interior,Review,25.5,Team Alpha,
BATCH-01154,2025-04-27,Plant 02,Line 3,Eterna,Afternoon,62,2,Electronics,1,0,7.62,83.99,94.91,SUP-06,Suspension,Review,17.6,Team Beta,Minor process adjustment performed.
BATCH-01114,2025-02-11,Plant 02,Line 3,Aquila GT,Night,86,1,Mechanical,0,1,24.6,89.78,96.89,SUP-11,Interior,Passed,18.8,Team Alpha,Production line calibration completed.
BATCH-01865,2025-05-22,Plant 02,Line 2,Eterna,Morning,68,0,None,0,0,49.84,85.56,98.96,SUP-08,Suspension,Passed,26.3,Team Alpha,Routine quality inspection completed.
BATCH-00389,2025-01-12,Plant 01,Line 3,Strada X,Afternoon,59,1,Mechanical,1,0,54.59,66.93,94.83,SUP-08,Interior,Passed,20.7,Team Delta,Supplier component verification required.
BATCH-01431,2025-10-03,Plant 01,Line 3,Strada X,Night,62,2,Dimensional,2,0,40.6,85.6,94.43,SUP-09,Electronics,Review,28.8,Team Gamma,Routine quality inspection completed.
BATCH-01059,2025-01-09,Plant 02,Line 1,Strada X,Afternoon,107,0,None,0,0,43.36,94.46,97.95,SUP-11,Interior,Passed,24.7,Team Gamma,Minor process adjustment performed.
BATCH-00541,2025-03-14,Plant 01,Line 2,Veloce S,Night,97,1,Paint,1,0,31.46,94.99,95.06,SUP-07,Interior,Passed,17.3,Team Alpha,Routine quality inspection completed.
BATCH-00890,2025-02-12,Plant 02,Line 2,Strada X,Morning,82,1,Electronics,0,1,30.77,84.95,94.32,SUP-06,Braking,Passed,26.5,Team Beta,Minor process adjustment performed.
BATCH-00916,2025-07-21,Plant 02,Line 2,Strada X,Morning,54,1,Interior,0,1,41.68,88.55,94.3,SUP-10,Braking,Passed,21.4,Team Gamma,Routine quality inspection completed.
BATCH-01634,2025-07-02,Plant 02,Line 2,Aquila GT,Morning,112,4,Interior,4,0,7.68,96.41,94.88,SUP-03,Body,Review,17.8,Team Alpha,Supplier component verification required.
BATCH-00222,2025-09-07,Plant 02,Line 2,Veloce S,Night,58,0,None,0,0,26.14,82.4,98.68,SUP-08,Powertrain,Passed,21.1,Team Gamma,
BATCH-01058,2025-03-11,Plant 01,Line 1,Veloce S,Morning,120,2,Mechanical,0,1,34.2,95.14,93.71,SUP-11,Braking,Review,22.4,Team Delta,
BATCH-00486,2025-08-05,Plant 02,Line 1,Aquila GT,Morning,102,3,Electronics,0,1,12.36,75.46,94.94,SUP-05,Body,Review,22.0,Team Gamma,
BATCH-01866,2025-07-13,Plant 01,Line 4,Eterna,Night,64,3,Electronics,3,0,10.23,92.05,94.63,SUP-12,Electronics,Failed,20.9,Team Beta,
BATCH-00616,2025-05-18,Plant 02,Line 3,Strada X,Afternoon,69,1,Mechanical,0,1,50.82,83.33,99.22,SUP-06,Electronics,Passed,25.6,Team Delta,
BATCH-00790,2025-08-27,Plant 01,Line 1,Veloce S,Night,115,5,Interior,4,1,27.14,97.2,94.56,SUP-11,Body,Failed,20.4,Team Beta,Minor process adjustment performed.
BATCH-01390,2025-08-06,Plant 01,Line 1,Strada X,Afternoon,98,2,Assembly,1,0,4.58,74.02,96.9,SUP-04,Interior,Passed,21.9,Team Delta,Minor process adjustment performed.
BATCH-01897,2025-07-23,Plant 01,Line 4,Veloce S,Night,115,2,Mechanical,0,2,34.75,89.28,94.88,SUP-08,Braking,Passed,25.7,Team Delta,
BATCH-00358,2025-06-17,Plant 01,Line 3,Aquila GT,Afternoon,46,0,None,0,0,41.06,73.43,97.79,SUP-02,Body,Passed,23.1,Team Delta,
BATCH-01594,2025-12-14,Plant 01,Line 2,Strada X,Afternoon,102,0,None,0,0,51.88,79.78,96.43,SUP-06,Electronics,Passed,19.6,Team Alpha,Routine quality inspection completed.
BATCH-00182,2025-06-10,Plant 01,Line 3,Strada X,Afternoon,61,2,Dimensional,2,0,42.13,73.42,94.16,SUP-10,Powertrain,Review,22.0,Team Gamma,Supplier component verification required.
BATCH-00820,2025-08-03,Plant 01,Line 4,Strada X,Afternoon,112,0,None,0,0,8.23,78.36,100,SUP-02,Braking,Passed,20.9,Team Alpha,
BATCH-01764,2025-06-14,Plant 02,Line 3,Veloce S,Afternoon,47,1,Dimensional,1,0,51.85,105.33,95.68,SUP-07,Electronics,Passed,23.3,Team Gamma,Minor process adjustment performed.
BATCH-00516,2025-01-12,Plant 01,Line 2,Strada X,Afternoon,72,1,Dimensional,1,0,41.73,63.63,97.3,SUP-08,Interior,Passed,20.4,Team Beta,
BATCH-00841,2025-01-05,Plant 02,Line 3,Aquila GT,Night,83,2,Dimensional,0,2,41.39,93.1,94.28,SUP-10,Suspension,Passed,19.2,Team Alpha,Routine quality inspection completed.
BATCH-01508,2025-09-01,Plant 01,Line 2,Eterna,Morning,78,3,Assembly,0,3,0.0,73.0,94.22,SUP-04,Braking,Review,21.1,Team Gamma,
BATCH-01597,2025-10-11,Plant 01,Line 1,Strada X,Afternoon,61,2,Interior,0,0,30.54,91.09,95.07,SUP-05,Braking,Review,23.5,Team Delta,Minor process adjustment performed.
BATCH-01809,2025-08-04,Plant 01,Line 1,Eterna,Morning,64,1,Interior,1,0,19.81,70.79,97.62,SUP-10,Powertrain,Passed,21.8,Team Alpha,Production line calibration completed.
BATCH-00810,2025-05-11,Plant 02,Line 4,Veloce S,Afternoon,107,0,None,0,0,46.83,77.97,95.86,SUP-03,Electronics,Passed,23.7,Team Gamma,
BATCH-01657,2025-11-23,Plant 02,Line 4,Veloce S,Afternoon,54,1,Paint,0,1,42.03,79.33,96.13,SUP-03,Electronics,Passed,22.4,Team Delta,
BATCH-01876,2025-08-16,Plant 02,Line 1,Eterna,Morning,79,4,Interior,3,0,25.75,83.67,92.03,SUP-02,Body,Failed,20.6,Team Gamma,
BATCH-01699,2025-09-20,Plant 01,Line 2,Eterna,Night,117,3,Electronics,2,1,4.26,79.73,93.95,SUP-02,Suspension,Review,24.9,Team Alpha,
BATCH-00547,2025-05-13,Plant 01,Line 1,Veloce S,Morning,62,0,None,0,0,33.08,72.44,98.24,SUP-11,Electronics,Passed,19.2,Team Alpha,Routine quality inspection completed.
BATCH-00500,2025-11-14,Plant 02,Line 2,Strada X,Night,64,0,None,0,0,22.91,562.37,98.54,SUP-06,Suspension,Passed,26.2,Team Delta,
BATCH-01798,2025-09-08,Plant 01,Line 2,Aquila GT,Night,73,4,Interior,0,4,29.46,77.47,89.81,SUP-04,Interior,Failed,28.7,Team Delta,
BATCH-00233,2025-05-05,Plant 01,Line 4,Veloce S,Afternoon,73,2,Assembly,2,0,37.42,87.58,92.61,SUP-06,Electronics,Review,21.1,Team Delta,
BATCH-00898,2025-05-01,Plant 02,Line 4,Aquila GT,Afternoon,89,1,Interior,1,0,30.95,83.15,98.02,SUP-06,Powertrain,Passed,20.9,Team Delta,
BATCH-00831,2025-05-03,Plant 01,Line 3,Aquila GT,Night,47,1,Dimensional,1,0,54.43,75.46,93.92,SUP-06,Body,Review,22.9,Team Gamma,Production line calibration completed.
BATCH-01242,2025-03-06,Plant 02,Line 3,Aquila GT,Afternoon,79,4,Interior,0,3,4.23,75.34,91.37,SUP-02,Suspension,Failed,23.5,Team Alpha,Minor process adjustment performed.
BATCH-00830,2025-01-30,Plant 01,Line 4,Veloce S,Morning,78,2,Interior,1,1,41.08,75.31,92.29,SUP-10,Suspension,Review,18.6,Team Beta,
BATCH-01746,2025-02-23,Plant 01,Line 2,Veloce S,Morning,60,2,Mechanical,0,0,39.13,74.76,92.69,SUP-05,Body,Review,20.4,Team Gamma,Production line calibration completed.
BATCH-00787,2025-09-22,Plant 02,Line 2,Aquila GT,Morning,62,1,Interior,0,1,38.62,80.4,96.22,SUP-01,Interior,Passed,23.4,Team Beta,Production line calibration completed.
BATCH-00504,2025-09-08,Plant 02,Line 3,Eterna,Afternoon,57,2,Assembly,0,2,3.07,77.39,94.86,SUP-07,Interior,Review,22.5,Team Gamma,Routine quality inspection completed.
BATCH-00822,2025-02-25,Plant 01,Line 3,Veloce S,Afternoon,102,4,Mechanical,4,0,56.54,74.31,91.83,SUP-08,Electronics,Review,22.9,Team Gamma,
BATCH-01518,2025-07-24,Plant 02,Line 2,Aquila GT,Afternoon,119,2,Dimensional,2,0,30.06,98.75,97.5,SUP-01,Suspension,Passed,22.0,Team Gamma,
BATCH-01322,2025-01-19,Plant 01,Line 4,Veloce S,Night,48,1,Assembly,1,0,40.73,85.87,94.1,SUP-06,Body,Passed,24.8,Team Alpha,Routine quality inspection completed.
BATCH-00094,2025-05-23,Plant 02,Line 3,Aquila GT,Afternoon,109,1,Paint,1,0,49.54,85.25,97.12,SUP-05,Interior,Passed,26.0,Team Alpha,
BATCH-01929,2025-11-08,Plant 02,Line 4,Strada X,Morning,107,3,Paint,0,3,27.27,75.78,94.83,SUP-01,Interior,Review,23.1,Team Gamma,
BATCH-01677,2025-09-22,Plant 02,Line 1,Veloce S,Night,95,4,Paint,2,0,57.51,71.4,,SUP-11,Braking,Failed,24.3,Team Beta,
BATCH-00125,2025-09-05,Plant 02,Line 3,Aquila GT,Morning,112,2,Interior,2,0,15.32,86.3,97.03,SUP-10,Body,Passed,22.7,Team Gamma,Production line calibration completed.
BATCH-01158,2025-05-10,Plant 02,Line 3,Eterna,Afternoon,68,2,Dimensional,0,2,39.07,93.98,93.58,SUP-03,Suspension,Review,21.1,Team Alpha,
BATCH-01330,2025-04-02,Plant 01,Line 3,Veloce S,Night,67,3,Paint,3,0,40.94,81.38,90.38,SUP-01,Interior,Failed,22.5,Team Gamma,
BATCH-01730,2025-02-19,Plant 02,Line 2,Eterna,Night,81,3,Assembly,1,2,22.0,107.13,95.2,SUP-03,Powertrain,Review,25.2,Team Delta,
BATCH-01101,2025-01-05,Plant 01,Line 3,Aquila GT,Morning,108,2,Interior,2,0,68.25,67.01,95.72,SUP-10,Interior,Passed,21.7,Team Beta,
BATCH-00595,2025-08-16,Plant 01,Line 1,Strada X,Morning,86,4,Mechanical,3,0,46.71,95.91,88.89,SUP-07,Braking,Failed,25.7,Team Gamma,Minor process adjustment performed.
BATCH-00243,2025-10-05,Plant 01,Line 2,Aquila GT,Afternoon,55,1,Mechanical,1,0,26.11,85.25,96.0,SUP-03,Suspension,Passed,21.3,Team Alpha,
BATCH-01494,2025-11-14,Plant 02,Line 3,Eterna,Afternoon,74,4,Mechanical,3,0,8.36,78.58,92.33,SUP-10,Suspension,Failed,22.2,Team Delta,Minor process adjustment performed.
BATCH-00149,2025-01-02,Plant 02,Line 4,Veloce S,Night,111,2,Paint,1,0,20.5,94.34,95.97,SUP-03,Electronics,Passed,22.6,Team Beta,Supplier component verification required.
BATCH-01817,2025-10-22,Plant 02,Line 3,Eterna,Afternoon,52,2,Paint,1,1,17.71,79.2,95.75,SUP-12,Powertrain,Review,24.8,Team Beta,
BATCH-01364,2025-01-22,Plant 01,Line 2,Strada X,Afternoon,67,1,Paint,1,0,11.47,72.75,98.23,SUP-07,Body,Passed,19.9,Team Alpha,Production line calibration completed.
BATCH-01082,2025-06-15,Plant 01,Line 4,Veloce S,Afternoon,65,1,Paint,0,1,48.55,84.21,96.4,SUP-05,Powertrain,Passed,22.9,Team Gamma,
BATCH-01633,2025-11-24,Plant 02,Line 2,Eterna,Morning,101,1,Assembly,1,0,0.0,89.0,95.78,SUP-03,Body,Passed,24.8,Team Beta,
BATCH-01019,2025-10-29,Plant 01,Line 3,Aquila GT,Afternoon,82,0,None,0,0,38.44,85.31,98.1,SUP-11,Body,Passed,22.6,Team Delta,Minor process adjustment performed.
BATCH-00405,2025-11-06,Plant 01,Line 4,Eterna,Morning,94,1,Paint,1,0,42.6,85.06,96.81,SUP-10,Braking,Passed,21.7,Team Gamma,
BATCH-00292,2025-07-20,Plant 02,Line 3,Aquila GT,Morning,51,0,None,0,0,3.54,91.67,99.98,SUP-10,Braking,Passed,21.0,Team Alpha,Production line calibration completed.
BATCH-01868,2025-06-11,Plant 02,Line 1,Eterna,Night,102,2,Electronics,1,0,47.19,87.07,96.39,SUP-01,Interior,Passed,23.3,Team Gamma,Production line calibration completed.
BATCH-00959,2025-05-30,Plant 02,Line 3,Strada X,Morning,75,3,Mechanical,3,0,45.12,66.3,112.86,SUP-06,Body,Review,23.0,Team Alpha,Production line calibration completed.
BATCH-00873,2025-10-18,Plant 01,Line 3,Strada X,Morning,112,7,Paint,0,1,34.02,88.63,89.02,SUP-01,Braking,Failed,22.1,Team Gamma,
BATCH-00422,2025-04-23,Plant 02,Line 3,Eterna,Morning,108,6,Interior,5,1,19.1,86.78,93.24,SUP-09,Electronics,Failed,22.4,Team Beta,Production line calibration completed.
BATCH-01947,2025-09-29,Plant 01,Line 4,Aquila GT,Morning,112,0,None,0,0,19.32,76.91,99.4,SUP-03,Interior,Passed,23.3,Team Alpha,Minor process adjustment performed.
BATCH-00676,2025-08-01,Plant 02,Line 2,Veloce S,Night,109,2,Paint,1,0,34.78,72.53,97.66,SUP-03,Electronics,Passed,21.6,Team Alpha,Minor process adjustment performed.
BATCH-00992,2025-04-10,Plant 01,Line 1,Eterna,Afternoon,101,1,Mechanical,1,0,9.8,90.0,98.39,SUP-01,Interior,Passed,22.2,Team Beta,Supplier component verification required.
BATCH-00437,2025-03-30,Plant 01,Line 3,Veloce S,Morning,53,1,Interior,0,1,36.88,87.15,96.35,SUP-01,Braking,Passed,21.0,Team Gamma,
BATCH-01449,2025-01-04,Plant 01,Line 2,Strada X,Night,72,1,Mechanical,0,0,39.24,86.37,94.38,SUP-12,Powertrain,Passed,21.9,Team Beta,
BATCH-01092,2025-07-15,Plant 02,Line 4,Strada X,Morning,93,1,Mechanical,1,0,16.95,94.73,98.94,SUP-04,Suspension,Passed,23.3,Team Alpha,
BATCH-00654,2025-06-17,Plant 01,Line 2,Veloce S,Afternoon,67,1,Assembly,0,0,34.37,95.15,94.57,SUP-10,Suspension,Passed,22.8,Team Gamma,
BATCH-01013,2025-02-10,Plant 01,Line 3,Aquila GT,Morning,105,3,Mechanical,2,0,13.06,90.75,96.59,SUP-08,Powertrain,Review,26.5,Team Beta,Minor process adjustment performed.
BATCH-01851,2025-11-15,Plant 01,Line 1,Eterna,Morning,75,1,Dimensional,0,1,35.91,75.39,97.31,SUP-12,Interior,Passed,27.0,Team Gamma,Supplier component verification required.
BATCH-01767,2025-03-24,Plant 01,Line 2,Aquila GT,Morning,84,4,Dimensional,2,0,64.06,78.91,89.45,SUP-01,Electronics,Failed,19.6,Team Gamma,Routine quality inspection completed.
BATCH-00083,05-17-2025,Plant 01,Line 4,Eterna,Morning,113,3,Paint,2,0,11.36,76.74,95.27,SUP-05,Braking,Review,21.6,Team Alpha,
BATCH-01674,2025-11-03,Plant 02,Line 2,Veloce S,Night,48,1,Electronics,0,1,59.18,72.83,94.16,SUP-02,Body,Passed,20.7,Team Delta,
BATCH-00762,2025-09-07,Plant 01,Line 1,Eterna,Night,77,2,Paint,0,1,43.23,93.9,95.45,SUP-02,Braking,Review,22.2,Team Alpha,Routine quality inspection completed.
BATCH-01015,2025-11-11,Plant 01,Line 2,Veloce S,Morning,101,1,Dimensional,0,0,25.19,72.92,97.61,SUP-12,Braking,Passed,22.1,Team Alpha,Routine quality inspection completed.
BATCH-00726,2025-11-03,Plant 02,Line 3,Eterna,Night,48,2,Dimensional,0,1,38.91,88.34,93.36,SUP-06,Electronics,Failed,21.8,Team Delta,
BATCH-00901,2025-08-26,Plant 02,Line 4,Veloce S,Morning,58,2,Paint,0,1,16.63,77.94,95.0,SUP-03,Suspension,Review,21.9,Team Delta,Production line calibration completed.
BATCH-00030,2025-04-26,Plant 01,Line 1,Eterna,Morning,70,2,Dimensional,1,1,43.61,88.12,95.62,,Braking,Review,20.1,Team Delta,
BATCH-00308,2025-08-24,Plant 01,Line 2,Eterna,Night,116,3,Electronics,0,0,55.36,87.03,96.8,SUP-03,Interior,Review,25.4,Team Gamma,
BATCH-00983,2025-09-07,Plant 02,Line 4,Veloce S,Morning,55,0,None,0,0,34.29,65.25,98.89,SUP-10,Electronics,Passed,24.5,Team Beta,
BATCH-01109,2025-06-21,Plant 02,Line 2,Strada X,Afternoon,57,0,None,0,0,18.94,63.43,96.85,SUP-05,Powertrain,Passed,23.2,Team Delta,
BATCH-00059,2025-10-11,Plant 01,Line 1,Veloce S,Morning,93,2,Interior,2,0,44.72,95.34,97.79,SUP-11,Braking,Passed,21.1,Team Alpha,Supplier component verification required.
BATCH-00070,2025-08-24,Plant 02,Line 1,Strada X,Morning,103,1,Mechanical,0,1,26.2,81.79,97.73,SUP-01,Body,Passed,23.4,Team Delta,Routine quality inspection completed.
BATCH-00135,2025-06-14,Plant 02,Line 4,Veloce S,Afternoon,81,4,Assembly,4,0,40.84,93.31,91.0,SUP-08,Braking,Failed,24.5,Team Delta,
BATCH-01521,2025-03-23,Plant 02,Line 3,Veloce S,Afternoon,60,0,None,0,0,24.74,89.18,98.88,SUP-01,Interior,Passed,21.6,Team Delta,
BATCH-01125,2025-05-12,Plant 02,Line 2,Veloce S,Afternoon,104,0,None,0,0,55.67,92.68,96.45,SUP-05,Body,Passed,22.8,Team Beta,
BATCH-00280,2025-08-10,Plant 01,Line 1,Eterna,Morning,53,0,None,0,0,26.49,82.79,97.38,SUP-09,Interior,Passed,22.3,Team Beta,
BATCH-00336,2025-04-14,Plant 01,Line 3,Eterna,Night,104,2,Electronics,2,0,12.8,70.55,96.98,SUP-05,Body,Passed,23.8,Team Alpha,
BATCH-00391,2025-01-04,Plant 01,Line 2,Veloce S,Night,116,2,Assembly,1,0,62.94,96.55,97.42,SUP-05,Powertrain,Passed,21.3,Team Alpha,Production line calibration completed.
BATCH-00603,2025-01-12,Plant 01,Line 1,Veloce S,Morning,108,1,Assembly,0,1,56.11,76.53,97.43,SUP-03,Electronics,Passed,20.6,Team Alpha,
BATCH-00678,2025-12-05,Plant 02,Line 2,Strada X,Afternoon,70,3,Dimensional,2,0,52.0,72.57,93.23,SUP-11,Electronics,Failed,23.6,Team Gamma,Minor process adjustment performed.
BATCH-01729,2025-11-10,Plant 02,Line 1,Strada X,Morning,88,1,Assembly,1,0,40.98,81.21,97.0,SUP-05,Powertrain,Passed,22.3,Team Delta,Supplier component verification required.
BATCH-00006,2025-02-01,Plant 01,Line 3,Veloce S,Morning,50,1,Mechanical,0,1,22.27,68.77,94.79,SUP-03,Body,Passed,24.0,Team Delta,Supplier component verification required.
BATCH-01945,2025-10-11,Plant 02,Line 3,Strada X,Night,80,2,Electronics,1,0,22.01,87.92,93.71,SUP-08,Suspension,Review,22.5,Team Gamma,Production line calibration completed.
BATCH-00270,2025-09-03,Plant 01,Line 1,Strada X,Night,84,2,Mechanical,0,2,15.12,80.2,93.87,SUP-12 ,Powertrain,Review,21.2,Team Alpha,
BATCH-01671,2025-04-26,Plant 02,Line 4,Veloce S,Night,120,3,Dimensional,0,1,26.52,81.59,95.04,SUP-01,Suspension,Passed,21.6,Team Gamma,Production line calibration completed.
BATCH-01811,2025-06-04,Plant 01,Line 4,Veloce S,Night,88,1,Mechanical,1,0,55.99,86.78,95.29,SUP-06,Electronics,Passed,23.7,Team Delta,
BATCH-01227,2025-10-19,Plant 02,Line 4,Aquila GT,Afternoon,46,0,None,0,0,5.51,97.43,100,SUP-03,Electronics,Passed,21.6,Team Beta,
BATCH-01407,2025-11-18,Plant 02,Line 3,Veloce S,Night,72,4,Paint,4,0,30.2,84.77,92.1,SUP-11,Electronics,Failed,20.3,Team Delta,Production line calibration completed.
BATCH-00450,2025-09-20,Plant 01,Line 3,Veloce S,Night,63,1,Assembly,0,0,35.57,83.83,95.56,SUP-10,Interior,Passed,21.0,Team Gamma,Minor process adjustment performed.
BATCH-00679,2025-07-02,Plant 02,Line 4,Veloce S,Afternoon,75,6,Electronics,0,6,18.62,83.51,90.77,SUP-03,Electronics,Failed,22.9,Team Beta,
BATCH-01530,2025-07-23,Plant 01,Line 4,Veloce S,Afternoon,90,1,Electronics,1,0,16.73,91.91,95.94,SUP-06,Braking,Passed,20.5,Team Gamma,
BATCH-01915,2025-05-25,Plant 01,Line 3,Aquila GT,Morning,95,6,Paint,3,1,26.93,92.58,87.6,SUP-11,Suspension,Failed,22.4,Team Alpha,Routine quality inspection completed.
BATCH-00350,2025-01-19,Plant 01,Line 4,Aquila GT,Night,63,2,Dimensional,0,2,0.0,80.9,95.14,SUP-03,Body,Review,22.8,Team Beta,Production line calibration completed.
BATCH-00168,2025-05-23,Plant 02,Line 2,Veloce S,Night,59,3,Electronics,1,2,28.45,84.7,91.56,SUP-02,Powertrain,Failed,23.3,Team Delta,Production line calibration completed.
BATCH-00021,2025-01-08,Plant 01,Line 4,Eterna,Night,76,0,None,0,0,22.37,78.29,99.29,SUP-07,Powertrain,Passed,21.5,Team Beta,
BATCH-00044,2025-10-20,Plant 01,Line 1,Strada X,Morning,73,2,Assembly,0,1,23.0,73.73,95.73,SUP-07,Suspension,Review,21.1,Team Beta,
BATCH-01512,2025-08-27,Plant 02,Line 1,Veloce S,Night,56,1,Mechanical,0,0,41.92,103.72,93.47,SUP-11,Braking,Review,21.2,Team Gamma,Production line calibration completed.
BATCH-01574,2025-08-16,Plant 01,Line 3,Strada X,Afternoon,68,2,Electronics,0,1,31.03,77.48,105.33,SUP-03,Suspension,Review,17.1,Team Alpha,
BATCH-00497,2025-06-22,Plant 01,Line 4,Veloce S,Morning,96,3,Dimensional,1,2,18.1,66.11,95.21,SUP-01,Suspension,Review,20.4,Team Delta,Supplier component verification required.
BATCH-00031,2025-07-18,Plant 02,Line 1,Strada X,Morning,58,0,None,0,0,0.0,75.84,97.71,SUP-06,Electronics,Passed,21.0,Team Delta,
BATCH-01931,2025-09-16,Plant 02,Line 1,Aquila GT,Afternoon,55,0,None,0,0,40.09,84.72,98.62,SUP-10,Powertrain,Passed,21.3,Team Alpha,
BATCH-00917,2025-05-23,Plant 01,Line 1,Eterna,Morning,82,1,Electronics,1,0,23.51,78.23,97.53,SUP-03,Powertrain,Passed,23.3,Team Alpha,Supplier component verification required.
BATCH-01432,2025-05-06,Plant 02,Line 2,Veloce S,Morning,119,1,Electronics,1,0,37.71,81.47,95.41,SUP-01,Body,Passed,23.6,Team Alpha,Supplier component verification required.
BATCH-00789,2025-12-21,Plant 01,Line 4,Veloce S,Afternoon,87,2,Paint,2,0,18.45,70.3,95.57,SUP-05,Body,Passed,26.2,Team Alpha,
BATCH-01806,2025-08-17,Plant 01,Line 3,Veloce S,Night,115,4,Interior,0,2,,80.28,93.59,SUP-07,Braking,Review,18.8,Team Alpha,
BATCH-01020,2025-11-25,Plant 02,Line 4,Strada X,Afternoon,112,2,Electronics,0,1,31.94,98.26,95.64,SUP-07,Suspension,Passed,26.9,Team Beta,
BATCH-01824,2025-11-20,Plant 01,Line 1,Eterna,Night,88,2,Interior,0,0,9.83,87.12,95.97,SUP-06,Interior,Passed,24.2,Team Beta,
BATCH-01233,2025-07-04,Plant 01,Line 3,Strada X,Morning,95,1,Paint,0,1,28.91,87.98,97.14,SUP-08,Interior,Passed,25.0,Team Gamma,
BATCH-01747,2025-09-06,Plant 01,Line 4,Veloce S,Morning,89,2,Interior,2,0,23.02,81.44,94.5,SUP-08,Powertrain,Passed,20.9,Team Gamma,
